subject,accuracy,recall,precision,f1,tn,fn,fp,tp,max epoch

split_0,91.41,0.9238095238095239,0.9238095238095239,0.9238095238095239,0.9130434782608695,0.08695652173913043,0.08490566037735849,0.9150943396226415,14

split_1,76.81,0.7887323943661971,0.7887323943661971,0.7887323943661971,0.7692307692307693,0.23076923076923078,0.2328767123287671,0.7671232876712328,38

split_2,62.23,0.6290322580645161,0.6290322580645161,0.6290322580645161,0.5868263473053892,0.41317365269461076,0.3445378151260504,0.6554621848739496,10
split_3,65.21000000000001,0.6894977168949772,0.6894977168949772,0.6894977168949772,0.7043478260869566,0.2956521739130435,0.396,0.604,23
split_4,66.61,0.6831541218637993,0.6831541218637993,0.6831541218637993,0.6869688385269122,0.3130311614730878,0.3538983050847458,0.6461016949152543,27
split_5,73.5,0.7522281639928698,0.7522281639928698,0.7522281639928698,0.7481884057971014,0.25181159420289856,0.2773972602739726,0.7226027397260274,16
split_6,79.03999999999999,0.8412213740458016,0.8412213740458016,0.8412213740458016,0.8559556786703602,0.1440443213296399,0.27212681638044917,0.7278731836195509,11
split_7,67.58999999999999,0.7019498607242339,0.7019498607242339,0.7019498607242339,0.7218370883882149,0.2781629116117851,0.3684210526315789,0.631578947368421,16
split_8,85.59,0.9245283018867925,0.9245283018867925,0.9245283018867925,0.92,0.08,0.19672131147540983,0.8032786885245902,11
split_9,71.71,0.7335164835164835,0.7335164835164835,0.7335164835164835,0.716374269005848,0.28362573099415206,0.28225806451612906,0.717741935483871,31
